player_id,player_name,nationality,position,team,age,market_value_eur,club_name,matches,minutes,goals,assists,xg,xa,shots,key_passes,tackles,interceptions,recoveries,dribbles_succ,pass_acc,saves,clean_sheets,rating,stamina,top_speed,distance,creativity,consistency,clutch,pressure,offensive,defensive,poty_awards,per90,goals_p90,assists_p90,xg_p90,xa_p90,finishing_delta,ga_p90,ga_expected_p90,ga_actual_p90
P00014,Antoine Saliba,French,Midfielder,France,28,17554435,Osijek,34,1034,0,7,0.64,1.19,7,27,24,17,35,5,0.8608823529411764,0,0,3.4794117647058824,84.3,35.7,128.3,64.03235294117647,67.30588235294118,59.199999999999996,66.56470588235294,62.05882352941177,56.7235294117647,0,0.08704061895551257,0.0,0.609284332688588,0.055705996131528046,0.10357833655705996,-0.64,0.609284332688588,0.159284332688588,0.609284332688588
P00015,Ousmane Konate,French,Midfielder,France,22,4399784,Porto,34,1160,1,4,0.13,1.44,10,21,24,14,38,2,0.8585294117647058,0,0,4.276470588235294,81.12647058823529,35.5,144.1,40.205882352941174,41.391176470588235,51.32941176470588,41.54117647058824,36.60588235294117,32.247058823529414,1,0.07758620689655173,0.07758620689655173,0.3103448275862069,0.010086206896551726,0.11172413793103449,0.87,0.3879310344827586,0.12181034482758621,0.3879310344827586
P00016,Aurelien Thuram,French,Midfielder,France,27,13339861,Red Star Belgrade,34,1086,0,2,0.37,0.74,13,17,24,12,41,6,0.8502941176470589,0,0,3.126470588235294,75.0,36.7,126.1,66.46764705882353,70.75882352941177,54.53235294117647,64.87352941176471,61.11470588235294,56.497058823529414,1,0.08287292817679558,0.0,0.16574585635359115,0.03066298342541436,0.06132596685082872,-0.37,0.16574585635359115,0.09198895027624308,0.16574585635359115
P00017,Eduardo Olise,French,Midfielder,France,22,3760393,Arsenal,34,1266,2,1,0.47,0.87,10,28,29,26,42,7,0.8591176470588235,0,0,3.9558823529411766,82.68823529411765,36.2,157.7,43.67941176470588,49.04117647058824,53.96764705882353,46.4735294117647,41.48823529411764,40.63235294117647,0,0.07109004739336493,0.14218009478672985,0.07109004739336493,0.033412322274881515,0.06184834123222749,1.53,0.21327014218009477,0.095260663507109,0.21327014218009477
P00018,Theo Mukiele,French,Midfielder,France,18,51401700,Red Star Belgrade,34,1916,2,7,0.7,2.3000000000000003,20,37,50,29,93,18,0.8288235294117647,0,0,4.638235294117647,84.25588235294117,35.3,223.6,63.79117647058824,70.1970588235294,60.49117647058823,65.16176470588235,58.13529411764706,52.26470588235294,1,0.04697286012526096,0.09394572025052192,0.3288100208768267,0.032881002087682666,0.10803757828810022,1.3,0.4227557411273486,0.1409185803757829,0.4227557411273486
P00019,Lucas Todibo,French,Midfielder,France,31,31444197,Paris Saint-Germain,34,1014,2,2,0.09,0.44,13,23,31,18,40,8,0.8494117647058823,0,0,3.176470588235294,78.91764705882352,35.8,123.7,65.99705882352941,66.43235294117646,60.26764705882353,65.25,60.23235294117647,55.95882352941176,0,0.08875739644970414,0.17751479289940827,0.17751479289940827,0.007988165680473372,0.03905325443786982,1.91,0.35502958579881655,0.04704142011834319,0.35502958579881655
P00020,Randal Griezmann,French,Midfielder,France,20,80603351,PSV Eindhoven,34,937,1,3,0.06,0.8,16,31,22,12,48,9,0.8461764705882353,0,0,3.338235294117647,82.0264705882353,35.2,114.6,85.98529411764706,92.35882352941177,62.70294117647059,83.67058823529412,79.7764705882353,65.11470588235295,2,0.096051227321238,0.096051227321238,0.288153681963714,0.00576307363927428,0.0768409818569904,0.94,0.384204909284952,0.08260405549626468,0.384204909284952
P00021,Kylian Olise,French,Forward,France,22,13994073,Napoli,34,1232,5,2,0.8,0.93,34,16,11,8,21,11,0.7714705882352941,0,0,3.75,81.69117647058823,36.4,132.9,69.14411764705882,70.77352941176471,59.0,65.59117647058824,71.65294117647058,24.45294117647059,1,0.07305194805194805,0.36525974025974023,0.1461038961038961,0.05844155844155844,0.06793831168831169,4.2,0.5113636363636364,0.12637987012987012,0.5113636363636364
P00022,Antoine Mukiele,French,Forward,France,23,1745271,Liverpool,34,975,2,2,0.93,0.14,20,16,9,1,16,3,0.7667647058823529,0,0,2.9647058823529413,79.04705882352941,36.3,110.8,45.497058823529414,50.26764705882353,53.023529411764706,48.932352941176475,50.96470588235294,24.358823529411765,2,0.09230769230769231,0.18461538461538463,0.18461538461538463,0.08584615384615385,0.012923076923076924,1.0699999999999998,0.36923076923076925,0.09876923076923078,0.36923076923076925
P00023,Ousmane Todibo,French,Forward,France,24,23420128,Barcelona,34,1625,6,2,3.75,0.7100000000000001,59,22,16,5,33,20,0.7823529411764706,0,0,4.894117647058824,83.2,36.7,181.1,65.40882352941176,72.12058823529412,57.38529411764706,68.18823529411765,72.82352941176471,24.129411764705882,1,0.055384615384615386,0.3323076923076923,0.11076923076923077,0.2076923076923077,0.039323076923076926,2.25,0.4430769230769231,0.24701538461538464,0.4430769230769231
P00024,Aurelien Griezmann,French,Forward,France,26,7661606,Napoli,34,1307,3,3,1.3599999999999999,0.5700000000000001,19,17,10,5,22,10,0.7758823529411765,0,0,3.7941176470588234,82.53235294117647,36.2,139.4,42.93529411764706,40.8235294117647,53.4735294117647,37.74411764705882,44.42941176470588,25.708823529411767,0,0.06885998469778118,0.20657995409334354,0.20657995409334354,0.0936495791889824,0.039250191277735276,1.6400000000000001,0.4131599081866871,0.13289977046671766,0.4131599081866871
P00025,Eduardo Tchouameni,French,Forward,France,28,9165626,Anderlecht,34,1062,4,4,0.78,0.3,13,12,10,9,15,7,0.7991176470588236,0,0,3.0176470588235293,80.14999999999999,36.3,119.3,47.199999999999996,49.14705882352941,54.13823529411765,46.938235294117646,51.42941176470588,24.820588235294117,2,0.0847457627118644,0.3389830508474576,0.3389830508474576,0.06610169491525424,0.02542372881355932,3.2199999999999998,0.6779661016949152,0.09152542372881356,0.6779661016949152
P00026,Theo Hernandez,French,Forward,France,33,8331439,Grasshoppers,34,1210,0,1,1.79,0.67,24,9,13,3,18,8,0.7629411764705882,0,0,3.8764705882352946,80.09411764705882,37.0,138.2,44.57058823529412,50.7235294117647,53.07647058823529,45.30882352941177,49.98823529411764,24.53529411764706,0,0.0743801652892562,0.0,0.0743801652892562,0.1331404958677686,0.049834710743801656,-1.79,0.0743801652892562,0.18297520661157027,0.0743801652892562
P00027,Joshua Musiala,German,Goalkeeper,Germany,27,16147932,Arsenal,34,623,0,0,0.0,0.0,0,1,0,4,10,0,0.713529411764706,28,3,1.5205882352941178,74.57058823529412,32.6,61.2,27.791176470588233,68.28235294117647,59.02647058823529,65.14411764705882,8.205882352941176,78.52352941176471,0,0.14446227929373998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00028,Jamal Havertz,German,Goalkeeper,Germany,23,10300842,RB Leipzig,34,777,0,0,0.0,0.0,0,2,0,8,20,0,0.7402941176470589,47,5,1.8558823529411765,77.23823529411764,31.1,72.8,27.741176470588236,68.75882352941177,57.75,63.82058823529412,10.347058823529412,78.09117647058824,0,0.11583011583011583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00029,Leroy Schlotterbeck,German,Goalkeeper,Germany,29,11689568,Napoli,34,1222,0,0,0.0,0.0,0,2,0,6,23,0,0.7314705882352941,47,4,2.8058823529411767,80.7235294117647,32.7,114.9,29.86470588235294,48.92941176470588,56.37647058823529,46.067647058823525,10.164705882352942,55.72941176470588,0,0.07364975450081833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00030,Joshua Rudiger,German,Defender,Germany,26,3359673,Red Star Belgrade,34,1327,1,2,0.03,0.05,4,7,54,33,59,1,0.8091176470588236,0,0,3.7176470588235295,81.72647058823529,37.0,140.9,31.291176470588237,48.976470588235294,52.09411764705882,48.82941176470588,24.46764705882353,52.36176470588235,1,0.06782215523737754,0.06782215523737754,0.1356443104747551,0.0020346646571213264,0.0033911077618688774,0.97,0.20346646571213262,0.005425772418990204,0.20346646571213262
P00031,Jamal Goretzka,German,Defender,Germany,28,1406618,Atletico Madrid,34,1267,0,0,0.13,0.1,6,4,40,42,42,0,0.8220588235294117,0,0,2.908823529411765,81.97058823529412,35.5,135.9,32.023529411764706,41.90882352941177,53.90882352941177,38.85294117647059,22.66470588235294,45.050000000000004,0,0.07103393843725335,0.0,0.0,0.009234411996842936,0.007103393843725336,-0.13,0.0,0.01633780584056827,0.0
P00032,Leroy Werner,German,Defender,Germany,29,72433298,Young Boys,34,1168,1,2,0.04,0.22,11,12,28,40,80,1,0.8070588235294118,0,0,3.735294117647059,83.19117647058823,36.0,118.60000000000001,27.455882352941178,84.45588235294117,60.56470588235294,85.21764705882353,46.65882352941177,95.75,1,0.07705479452054795,0.07705479452054795,0.1541095890410959,0.003082191780821918,0.016952054794520548,0.96,0.23116438356164384,0.020034246575342467,0.23116438356164384
P00033,Kai Neuer,German,Defender,Germany,21,2213941,Bayer Leverkusen,34,1242,2,0,0.04,0.07,4,3,44,26,39,2,0.8270588235294118,0,0,3.7676470588235293,81.49411764705883,36.6,133.5,30.47941176470588,48.188235294117646,55.32941176470588,46.48823529411764,24.058823529411764,54.5264705882353,0,0.07246376811594203,0.14492753623188406,0.0,0.002898550724637681,0.0050724637681159425,1.96,0.14492753623188406,0.007971014492753625,0.14492753623188406
P00034,Antonio Gnabry,German,Defender,Germany,21,5171626,Chelsea,34,885,2,0,0.27,0.0,4,3,37,33,32,1,0.8061764705882353,0,0,3.3000000000000003,80.22647058823529,35.6,101.3,31.514705882352942,49.44705882352941,52.061764705882354,47.85588235294117,23.829411764705885,51.37352941176471,0,0.1016949152542373,0.2033898305084746,0.0,0.027457627118644072,0.0,1.73,0.2033898305084746,0.027457627118644072,0.2033898305084746
P00035,Nico Ginter,German,Defender,Germany,24,81562649,Anderlecht,34,1179,0,1,0.01,0.16,8,7,36,52,77,0,0.8370588235294117,0,0,3.6411764705882352,82.51470588235294,37.0,126.0,28.776470588235295,90.55588235294118,56.61176470588235,82.01470588235294,41.1764705882353,92.86176470588236,1,0.07633587786259542,0.0,0.07633587786259542,0.0007633587786259542,0.012213740458015267,-0.01,0.07633587786259542,0.012977099236641221,0.07633587786259542
P00036,Leon Sule,German,Defender,Germany,25,37122019,AIK,34,1556,2,1,0.24,0.27,8,14,59,47,104,0,0.8220588235294117,0,0,5.18235294117647,84.99411764705883,36.1,159.8,27.523529411764706,90.33823529411765,59.19411764705882,85.29117647058824,42.891176470588235,91.83529411764707,1,0.05784061696658098,0.11568123393316196,0.05784061696658098,0.013881748071979434,0.015616966580976865,1.76,0.17352185089974292,0.0294987146529563,0.17352185089974292
P00037,Florian Brandt,German,Defender,Germany,31,1573030,Rapid Vienna,34,1551,1,1,0.12,0.34,9,8,52,50,50,0,0.8138235294117647,0,0,4.511764705882353,82.71764705882353,36.1,158.3,32.88529411764706,43.28529411764706,54.21176470588235,39.63235294117647,20.629411764705882,44.7235294117647,1,0.058027079303675046,0.058027079303675046,0.058027079303675046,0.006963249516441005,0.019729206963249517,0.88,0.11605415860735009,0.026692456479690523,0.11605415860735009
P00038,Timo Henrichs,German,Defender,Germany,27,2921243,Sporting CP,34,1602,1,1,0.22000000000000003,0.19,7,6,53,41,58,0,0.8202941176470588,0,0,4.1000000000000005,82.15588235294118,36.0,160.7,31.18235294117647,48.508823529411764,54.726470588235294,46.779411764705884,25.22941176470588,52.84705882352941,0,0.056179775280898875,0.056179775280898875,0.056179775280898875,0.012359550561797755,0.010674157303370787,0.78,0.11235955056179775,0.02303370786516854,0.11235955056179775
P00039,Joshua Tah,German,Midfielder,Germany,23,3362502,Real Madrid,34,1099,1,1,0.27,0.36000000000000004,6,11,23,14,33,6,0.8491176470588235,0,0,3.5029411764705882,81.00882352941177,36.0,136.0,43.68529411764706,50.39705882352941,55.17352941176471,46.72941176470588,43.09117647058823,40.00588235294118,2,0.0818926296633303,0.0818926296633303,0.0818926296633303,0.022111010009099184,0.02948134667879891,0.73,0.1637852593266606,0.05159235668789809,0.1637852593266606
P00040,Jamal Koch,German,Midfielder,Germany,24,48977955,Real Madrid,34,1466,5,5,0.35000000000000003,2.58,19,54,46,19,84,13,0.8641176470588235,0,0,5.108823529411764,84.72941176470589,36.0,175.5,84.79411764705883,89.56176470588235,59.88235294117647,85.74117647058823,77.18823529411765,67.60588235294118,1,0.061391541609822645,0.3069577080491132,0.3069577080491132,0.021487039563437928,0.15839017735334243,4.65,0.6139154160982264,0.17987721691678035,0.6139154160982264
P00041,Leroy Klostermann,German,Midfielder,Germany,27,12569783,Juventus,34,1044,3,0,0.13999999999999999,0.17,8,12,36,21,20,5,0.8497058823529412,0,0,3.7235294117647055,79.25294117647059,35.2,138.1,35.86176470588235,42.25588235294118,50.67941176470588,38.95294117647059,35.561764705882354,35.29117647058824,2,0.08620689655172414,0.25862068965517243,0.0,0.01206896551724138,0.014655172413793105,2.86,0.25862068965517243,0.026724137931034484,0.25862068965517243
P00042,Kai Can,German,Midfielder,Germany,24,53991561,Osijek,34,1462,0,3,0.22,1.3,24,51,30,29,73,13,0.8394117647058823,0,0,4.408823529411765,82.21176470588235,37.0,177.1,80.21176470588235,88.46764705882353,60.77352941176471,82.8,72.8529411764706,68.90882352941176,1,0.06155950752393981,0.0,0.18467852257181944,0.013543091655266758,0.08002735978112176,-0.22,0.18467852257181944,0.09357045143638851,0.18467852257181944
P00043,Antonio Fulle,German,Midfielder,Germany,24,5214898,Juventus,34,841,0,2,0.18000000000000002,0.9,4,13,17,15,23,3,0.8508823529411764,0,0,2.485294117647059,77.36470588235295,37.0,92.0,47.51470588235294,49.70294117647059,51.95294117647059,48.67941176470588,42.879411764705885,37.9735294117647,1,0.1070154577883472,0.0,0.2140309155766944,0.0192627824019025,0.09631391200951249,-0.18000000000000002,0.2140309155766944,0.11557669441141499,0.2140309155766944
P00044,Nico Volland,German,Midfielder,Germany,25,42603093,Brondby,34,1480,2,6,0.71,2.79,29,49,31,26,77,13,0.8391176470588235,0,0,4.81764705882353,86.22647058823529,37.0,182.8,82.24705882352941,87.99705882352941,57.4,83.59411764705882,77.96764705882353,72.31764705882354,1,0.060810810810810814,0.12162162162162163,0.3648648648648649,0.04317567567567568,0.16966216216216218,1.29,0.4864864864864865,0.21283783783783786,0.4864864864864865
P00045,Leon Gotze,German,Midfielder,Germany,34,6709983,Manchester City,34,1323,7,0,0.37,1.47,12,30,26,21,36,4,0.8491176470588235,0,0,3.605882352941176,80.5,35.3,153.1,45.28529411764706,48.40588235294118,50.87352941176471,47.08529411764706,44.44411764705882,38.88529411764706,1,0.06802721088435375,0.4761904761904762,0.0,0.025170068027210887,0.1,6.63,0.4761904761904762,0.1251700680272109,0.4761904761904762
P00046,Florian Musiala,German,Midfielder,Germany,22,14187209,Feyenoord,34,1323,2,2,0.7,1.34,25,32,29,22,52,6,0.8620588235294118,0,0,3.8029411764705885,82.20588235294117,35.4,160.4,64.87647058823529,70.27058823529411,56.01176470588236,65.78529411764706,59.16470588235294,57.71470588235294,1,0.06802721088435375,0.1360544217687075,0.1360544217687075,0.04761904761904762,0.09115646258503403,1.3,0.272108843537415,0.13877551020408166,0.272108843537415
P00047,Joshua Fulle,German,Forward,Germany,29,41857821,Galatasaray,34,1361,4,3,2.5100000000000002,1.32,53,28,10,7,44,16,0.7611764705882352,0,0,4.235294117647059,83.75588235294117,36.7,149.6,81.47941176470589,92.42058823529412,58.0,82.06764705882354,91.86176470588236,26.65294117647059,1,0.06612784717119764,0.26451138868479057,0.19838354151359294,0.1659808963997061,0.0872887582659809,1.4899999999999998,0.4628949301983835,0.25326965466568696,0.4628949301983835
P00048,Jamal Volland,German,Forward,Germany,25,8963942,Club Brugge,34,1217,2,0,0.76,0.66,14,17,7,7,8,9,0.7920588235294117,0,0,3.335294117647059,78.41470588235293,36.4,133.7,38.9264705882353,41.629411764705885,55.608823529411765,39.858823529411765,41.438235294117646,26.61176470588235,0,0.07395234182415776,0.14790468364831552,0.0,0.056203779786359896,0.048808545603944126,1.24,0.14790468364831552,0.10501232539030403,0.14790468364831552
P00049,Leroy Gotze,German,Forward,Germany,25,5207627,Young Boys,34,981,3,1,0.3,0.79,20,12,5,4,19,3,0.7802941176470588,0,0,3.0029411764705882,79.92058823529412,35.7,115.5,39.47941176470588,40.567647058823525,53.58235294117647,41.13235294117647,40.53235294117647,23.31764705882353,1,0.09174311926605505,0.27522935779816515,0.09174311926605505,0.027522935779816515,0.07247706422018349,2.7,0.3669724770642202,0.1,0.3669724770642202
P00050,Kai Musiala,German,Forward,Germany,32,7978270,Roma,34,1450,5,4,2.1999999999999997,0.32,16,8,11,4,17,8,0.7991176470588236,0,0,4.185294117647059,81.03235294117647,36.1,161.7,40.90588235294118,43.10588235294117,50.22941176470588,40.7235294117647,41.96764705882353,24.711764705882356,3,0.06206896551724138,0.3103448275862069,0.2482758620689655,0.136551724137931,0.019862068965517243,2.8000000000000003,0.5586206896551724,0.15641379310344825,0.5586206896551724
P00051,Antonio Havertz,German,Forward,Germany,28,6559003,Napoli,34,1303,1,0,1.45,0.5599999999999999,31,14,15,7,22,6,0.791764705882353,0,0,3.8794117647058823,77.99411764705883,35.9,149.3,39.247058823529414,40.83529411764706,51.59411764705882,38.84705882352941,44.37352941176471,26.47941176470588,0,0.06907137375287797,0.06907137375287797,0.0,0.10015349194167306,0.03867996930161166,-0.44999999999999996,0.06907137375287797,0.13883346124328472,0.06907137375287797
P00052,Nico Schlotterbeck,German,Forward,Germany,30,20389682,RB Salzburg,34,1106,5,2,2.04,0.26,39,19,10,3,28,12,0.7802941176470588,0,0,3.5441176470588234,81.92647058823529,36.4,129.3,67.5764705882353,70.00882352941177,55.84705882352941,66.31764705882354,70.54117647058824,23.50588235294118,1,0.081374321880651,0.40687160940325495,0.162748643761302,0.16600361663652805,0.02115732368896926,2.96,0.5696202531645569,0.1871609403254973,0.5696202531645569
P00053,Pedro Gavi,Spanish,Goalkeeper,Spain,36,2084465,Fenerbahce,45,814,0,0,0.0,0.0,0,4,0,3,15,0,0.7140000000000001,26,1,1.4466666666666665,77.99777777777778,32.0,75.8,30.186666666666667,42.02444444444444,50.473333333333336,40.715555555555554,9.58,48.80888888888889,0,0.11056511056511056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00054,Gavi Morata,Spanish,Goalkeeper,Spain,27,1484206,Borussia Dortmund,45,1290,0,1,0.0,0.0,0,2,0,6,27,1,0.7088888888888889,47,6,2.191111111111111,80.39777777777778,31.6,123.0,32.50666666666667,48.90888888888889,53.342222222222226,45.01333333333333,9.891111111111112,54.70666666666667,0,0.06976744186046512,0.0,0.06976744186046512,0.0,0.0,0.0,0.06976744186046512,0.0,0.06976744186046512
P00055,Rodri Fati,Spanish,Goalkeeper,Spain,26,4384884,RB Salzburg,45,1278,0,0,0.0,0.0,0,6,0,4,30,0,0.7182222222222222,56,6,2.2644444444444445,78.17555555555556,31.2,117.2,29.666666666666668,40.49777777777778,53.33555555555555,40.315555555555555,9.686666666666666,47.611111111111114,0,0.07042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00056,Pedro Torres,Spanish,Defender,Spain,24,15191371,Legia Warsaw,45,1621,1,0,0.04,0.22,8,10,67,50,104,0,0.8197777777777778,0,0,3.617777777777778,84.09333333333333,35.6,173.9,32.55777777777777,69.58888888888889,54.21111111111111,68.02888888888889,34.06444444444445,75.1,1,0.055521283158544106,0.055521283158544106,0.0,0.002220851326341764,0.012214682294879703,0.96,0.055521283158544106,0.014435533621221467,0.055521283158544106
P00057,Gavi Asensio,Spanish,Defender,Spain,22,1169641,Grasshoppers,45,1891,2,1,0.06,0.03,14,13,62,54,81,0,0.8266666666666668,0,0,3.6599999999999997,81.52444444444444,36.3,197.2,30.175555555555558,49.84,53.29555555555556,44.14888888888889,24.068888888888885,50.21333333333333,1,0.047593865679534636,0.09518773135906927,0.047593865679534636,0.0028556319407720783,0.0014278159703860391,1.94,0.1427815970386039,0.004283447911158117,0.1427815970386039
P00058,Rodri Laporte,Spanish,Defender,Spain,27,12330574,Legia Warsaw,45,1993,0,3,0.13,0.2,9,7,69,63,120,0,0.8260000000000001,0,0,4.264444444444445,82.07111111111111,35.5,218.1,32.43555555555555,68.91555555555556,56.31555555555555,65.07111111111111,32.82,76.37555555555556,2,0.04515805318615153,0.0,0.1354741595584546,0.0058705469141996985,0.009031610637230306,-0.13,0.1354741595584546,0.014902157551430005,0.1354741595584546
P00059,Alvaro Oyarzabal,Spanish,Defender,Spain,23,13325174,Juventus,45,1484,0,1,0.0,0.48000000000000004,10,11,36,43,79,1,0.8271111111111111,0,0,3.7,83.45777777777778,37.0,157.3,28.184444444444445,69.74000000000001,55.02888888888889,65.56888888888889,37.126666666666665,74.02888888888889,0,0.06064690026954178,0.0,0.06064690026954178,0.0,0.029110512129380057,0.0,0.06064690026954178,0.029110512129380057,0.06064690026954178
P00060,Ferran Pau,Spanish,Defender,Spain,35,2223129,Sporting CP,45,1759,0,0,0.08,0.13,16,10,56,42,76,2,0.8224444444444444,0,0,3.6799999999999997,79.4888888888889,35.8,179.0,31.04,42.86666666666667,50.55555555555556,41.00222222222222,21.106666666666666,44.56,0,0.051165434906196704,0.0,0.0,0.004093234792495736,0.0066515065378055715,-0.08,0.0,0.010744741330301307,0.0
P00061,Ansu Alba,Spanish,Defender,Spain,28,22482687,Dinamo Zagreb,45,2013,1,2,0.06999999999999999,0.27,7,17,63,62,142,0,0.8353333333333334,0,0,4.717777777777778,84.57111111111111,36.6,209.9,31.2,89.18444444444445,56.95777777777778,80.38888888888889,43.48,92.38666666666666,1,0.044709388971684055,0.044709388971684055,0.08941877794336811,0.0031296572280178838,0.012071535022354696,0.93,0.13412816691505217,0.015201192250372579,0.13412816691505217
